pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z
43.279721,18.961041,29.084381,43.073828,19.495466,24.757574,40.873651,20.726299,25.747786,42.095455,20.929306,23.103868,40.196652,24.679461,23.197529
44.101926,17.825245,28.948058,42.898462,19.455703,24.881043,40.822361,20.711850,25.915676,42.001197,20.766563,23.242016,40.432169,24.393869,21.505807
44.219777,16.437682,28.142880,43.112778,19.228758,24.879154,40.762818,20.701567,26.073247,41.963584,20.619918,23.339963,40.812258,23.325782,20.404771
44.119801,15.175570,27.151084,42.877745,19.247947,25.266312,40.714423,20.721854,26.204642,41.874140,20.476822,23.551658,40.774753,21.880420,19.814433
43.565721,14.792733,25.344858,42.677706,19.312114,25.207176,40.655445,20.670179,26.344739,41.949599,20.041150,23.722755,40.874384,20.588436,19.477884
43.277694,14.687304,24.574992,42.656806,19.483625,25.342955,40.555350,20.628613,26.437504,41.982870,20.047862,23.892196,40.942544,19.461630,19.535060
43.186839,14.635955,23.896374,42.620061,19.484164,25.393834,40.512944,20.550377,26.551651,42.061842,20.064544,24.059486,41.096207,18.665608,19.986983
43.146746,14.876258,23.757489,42.586782,19.317244,25.530866,40.455996,20.462406,26.657389,42.046521,20.212242,24.143442,41.118507,18.723667,19.901536
43.440801,14.525095,24.401955,42.363993,19.217869,25.683087,40.376012,20.403075,26.742866,41.975782,20.071923,24.238690,40.892569,19.511477,19.965595
43.460849,14.646066,25.488928,42.431615,19.230218,25.838139,40.331668,20.417228,26.870289,41.853355,20.026698,24.359663,40.385666,20.412668,20.335176
43.308334,15.066861,26.927529,42.295155,19.257897,25.774520,40.284049,20.413017,27.020340,41.764139,20.056938,24.586348,40.004799,21.537175,20.448752
43.394493,15.568205,28.774485,42.196643,19.106263,25.915136,40.221141,20.375584,27.177907,41.712457,19.944365,24.759669,39.787748,23.048467,21.539058
43.303460,16.856654,30.001688,42.105445,19.117372,26.040705,40.171968,20.304242,27.276170,41.775663,20.180463,24.899661,39.571388,24.053974,22.984076
42.818261,18.058151,30.907430,41.868758,19.010222,26.353629,40.091098,20.230078,27.357040,41.501658,20.224258,25.100263,39.761612,24.443234,24.458104
41.711569,19.382217,30.933029,42.091324,18.989086,26.499084,40.004581,20.148385,27.429672,41.382311,20.047341,25.187726,39.800153,24.576547,25.528582
41.314039,19.592783,30.965768,42.089110,18.991968,26.493465,39.947971,20.075050,27.537908,41.264051,20.011232,25.333193,39.239142,23.835733,26.279048
41.604659,18.899886,31.206221,42.028436,18.807936,26.822630,39.903431,20.049220,27.695925,41.285879,20.190374,25.516179,39.005060,23.852319,25.858477
42.101631,18.372523,30.952317,42.096429,18.765988,26.953560,39.837357,20.040397,27.841289,41.141561,20.229940,25.664563,39.447451,23.957851,24.737924
42.798533,16.908677,30.861070,41.979196,18.610155,27.024890,39.765246,20.053204,27.988646,41.174619,19.901850,25.811865,39.727112,23.366538,23.529161
